x y z density
0.408510 0.389897 0.201594 0.924782
0.309927 0.352414 0.337658 0.576719
0.343487 0.378709 0.277804 0.656416
0.288316 0.350812 0.360872 0.629951
0.328137 0.374183 0.297680 0.590186
0.222334 0.410397 0.367270 0.821278
0.392339 0.348375 0.259286 0.746907
0.339213 0.357475 0.303312 0.584334
0.364671 0.276410 0.358920 0.839024
0.245464 0.519335 0.235201 0.872293
0.330952 0.385230 0.283818 0.612455
0.308764 0.375725 0.315512 0.584966
0.383125 0.316735 0.300140 0.706019
0.494299 0.234643 0.271058 0.940187
0.413810 0.398083 0.188107 0.966076
0.384140 0.407952 0.207908 0.899634
0.269324 0.362468 0.368209 0.659971
0.246394 0.343134 0.410472 0.743623
0.309006 0.381505 0.309488 0.590798
0.275388 0.516053 0.208559 0.896563
0.337419 0.338875 0.323706 0.624635
0.277039 0.482055 0.240906 0.802186
0.432058 0.298966 0.268976 0.786510
0.258408 0.447077 0.294515 0.757776
0.364790 0.249790 0.385420 0.941143
0.230572 0.364012 0.405416 0.777193
0.358893 0.239147 0.401961 0.984800
0.179342 0.388319 0.432339 0.930530
0.374585 0.243346 0.382069 0.959997
0.410937 0.323625 0.265438 0.754392
0.353393 0.338446 0.308161 0.634616
0.506977 0.299527 0.193496 0.976246
0.440211 0.266446 0.293343 0.857609
0.322600 0.245196 0.432204 0.983909
0.284566 0.380741 0.334693 0.596508
0.336033 0.333389 0.330578 0.642896
0.561714 0.236070 0.202216 0.970845
0.280703 0.457041 0.262256 0.729291
0.224739 0.469355 0.305906 0.869131
0.331424 0.362830 0.305747 0.582056
0.368261 0.370204 0.261535 0.723142
0.309118 0.342472 0.348410 0.626805
0.305863 0.321857 0.372280 0.705708
0.329671 0.342983 0.327346 0.610152
0.300376 0.371817 0.327807 0.583589
0.281834 0.468804 0.249362 0.770407
0.319372 0.380194 0.300434 0.592390
0.237009 0.567494 0.195497 0.934414
0.308048 0.313752 0.378199 0.733858
0.290120 0.423034 0.286846 0.657058
0.340367 0.348716 0.310916 0.581564
0.486930 0.328544 0.184527 0.993844
0.321553 0.411734 0.266713 0.694147
0.253149 0.463208 0.283643 0.792085
0.405881 0.271115 0.323004 0.846197
0.342744 0.397140 0.260116 0.719608
0.212368 0.381840 0.405792 0.835267
0.444808 0.224478 0.330713 0.990777
0.284115 0.454354 0.261532 0.724407
0.278755 0.436560 0.284685 0.683280
0.349133 0.451138 0.199729 0.920625
0.369037 0.406865 0.224098 0.845402
0.317031 0.360529 0.322440 0.575896
0.265180 0.385011 0.349809 0.671052
0.225895 0.362491 0.411615 0.790890
0.266815 0.489285 0.243900 0.800313
0.339981 0.307750 0.352270 0.731636
0.425190 0.315484 0.259326 0.781332
0.337765 0.383874 0.278362 0.650749
0.248523 0.369809 0.381668 0.722559
0.424201 0.391899 0.183900 0.980757
0.341467 0.400263 0.258270 0.726116
0.240796 0.475555 0.283649 0.836539
0.299090 0.484430 0.216480 0.871998
0.427305 0.307698 0.264998 0.778502
0.387041 0.311675 0.301284 0.720038
0.316789 0.296711 0.386500 0.791432
0.404660 0.367791 0.227548 0.845119
0.397600 0.257343 0.345057 0.897098
0.329171 0.348908 0.321922 0.575434
0.435626 0.354839 0.209534 0.910752
0.240430 0.406454 0.353117 0.764200
0.239815 0.359381 0.400804 0.750418
0.404480 0.278576 0.316943 0.821270
0.261011 0.381449 0.357540 0.683882
0.160620 0.370038 0.469341 0.967826
0.226260 0.433109 0.340632 0.829168
0.210809 0.535471 0.253720 0.956155
0.553647 0.215625 0.230728 0.972516
0.368284 0.442575 0.189141 0.953986
0.347661 0.448082 0.204258 0.906913
0.190995 0.456376 0.352629 0.944229
0.318891 0.378006 0.303103 0.589585
0.333566 0.396208 0.270226 0.681068
0.394237 0.312889 0.292874 0.723575
0.307646 0.349441 0.342913 0.596447
0.451495 0.341143 0.207361 0.922996
0.354073 0.280744 0.365184 0.827522
0.258684 0.500155 0.241161 0.826815
0.221489 0.415315 0.363196 0.827426
0.281725 0.275986 0.442289 0.900835
0.279107 0.348031 0.372862 0.658343
0.278367 0.387382 0.334251 0.604749
0.335376 0.337167 0.327458 0.630375
0.372277 0.342209 0.285513 0.670530
0.371590 0.235021 0.393389 0.992812
0.218884 0.516758 0.264358 0.925227
0.354098 0.462937 0.182965 0.969382
0.214813 0.316123 0.469064 0.844329
0.350131 0.381519 0.268350 0.692485
0.163044 0.392149 0.444807 0.974436
0.310287 0.404600 0.285113 0.627068
0.360627 0.342967 0.296406 0.641254
0.205719 0.264053 0.530228 0.985687
0.260430 0.441913 0.297657 0.745411
0.462905 0.334587 0.202508 0.940202
0.327302 0.289365 0.383333 0.811454
0.293191 0.452904 0.253905 0.750171
0.304765 0.369772 0.325463 0.581229
0.480775 0.310560 0.208665 0.931018
0.243820 0.480209 0.275971 0.834572
0.164969 0.346652 0.488379 0.946107
0.297973 0.275876 0.426151 0.888179
0.241401 0.379148 0.379452 0.746126
0.328923 0.447237 0.223840 0.845933
0.384520 0.319652 0.295828 0.702013
0.420040 0.365766 0.214194 0.891175
0.232383 0.418839 0.348777 0.798553
0.344151 0.466129 0.189720 0.949202
0.223945 0.423828 0.352227 0.827276
0.315319 0.335391 0.349290 0.647004
0.312235 0.308895 0.378870 0.748293
0.362785 0.368575 0.268641 0.698123
0.332591 0.362981 0.304428 0.582923
0.406037 0.308668 0.285295 0.742913
0.559701 0.231738 0.208560 0.959332
0.206747 0.458347 0.334906 0.904753
0.222610 0.422541 0.354849 0.830007
0.392567 0.322574 0.284859 0.710869
0.250171 0.436946 0.312883 0.767344
0.390529 0.283434 0.326037 0.806071
0.350666 0.398197 0.251137 0.752045
0.355574 0.385368 0.259058 0.725801
0.259435 0.386704 0.353861 0.691194
0.415872 0.281939 0.302189 0.810794
0.164163 0.319240 0.516597 0.937502
0.355382 0.281898 0.362720 0.822369
0.284664 0.324297 0.391040 0.722655
0.455599 0.236534 0.307867 0.947037
0.354370 0.349285 0.296345 0.625542
0.446453 0.259690 0.293857 0.877246
0.381070 0.248215 0.370716 0.938224
0.394567 0.302308 0.303125 0.747476
0.266364 0.479686 0.253950 0.779939
0.320176 0.375541 0.304283 0.587402
0.234545 0.516070 0.249385 0.891149
0.330131 0.300003 0.369866 0.767532
0.342125 0.383437 0.274438 0.667855
0.183703 0.311895 0.504402 0.899045
0.329997 0.304364 0.365639 0.750741
0.233999 0.411710 0.354291 0.787714
0.388587 0.297192 0.314221 0.760721
0.376937 0.352937 0.270126 0.705503
0.370365 0.260196 0.369439 0.898336
0.242952 0.397896 0.359153 0.750200
0.349706 0.356979 0.293315 0.616727
0.183144 0.422950 0.393906 0.941112
0.318734 0.353879 0.327387 0.574432
0.285553 0.335254 0.379193 0.684379
0.146177 0.315990 0.537832 0.973042
0.279372 0.391265 0.329363 0.607196
0.277815 0.359511 0.362674 0.636593
0.333134 0.332268 0.334597 0.647416
0.410550 0.231019 0.358431 0.985818
0.263214 0.397128 0.339658 0.685361
0.341714 0.245067 0.413219 0.972904
0.360866 0.431571 0.207563 0.897571
0.276053 0.307350 0.416596 0.793245
0.295266 0.284747 0.419987 0.857303
0.383441 0.430570 0.185989 0.965750
0.477494 0.228711 0.293795 0.963081
0.299292 0.412674 0.288034 0.638513
0.328937 0.363608 0.307455 0.581130
0.392275 0.367422 0.240304 0.800781
0.375459 0.367701 0.256841 0.741573
0.326005 0.343547 0.330448 0.608949
0.363636 0.292970 0.343394 0.777143
0.248081 0.545072 0.206847 0.905808
0.299658 0.341511 0.358831 0.642302
0.155980 0.374424 0.469595 0.981236
0.283726 0.254258 0.462016 0.975003
0.333143 0.344135 0.322722 0.605135
0.224981 0.441027 0.333992 0.840318
0.315546 0.384828 0.299626 0.596765
0.321736 0.368037 0.310227 0.581114
0.356165 0.356225 0.287610 0.640723
0.251827 0.268262 0.479911 0.948115
0.381917 0.233367 0.384716 0.993025
0.416711 0.229094 0.354196 0.989369
0.428750 0.356698 0.214552 0.893722
0.471085 0.335667 0.193248 0.967235
0.421333 0.393188 0.185479 0.975525
0.243639 0.394799 0.361562 0.746083
0.313626 0.370008 0.316366 0.580733
